Number,Date,Hour,Store,Sales,Total,Card
9714,2012-01-01,16:43,Santa Ana,Toys,365.48,Amex
9715,2012-01-01,16:43,Philadelphia,Consumer Electronics,86.04,Cash
9716,2012-01-01,16:43,Mesa,Video Games,99.68,Discover
9717,2012-01-01,16:43,Chula Vista,Pet Supplies,319,MasterCard
9718,2012-01-01,16:43,Las Vegas,Video Games,446.94,MasterCard
9719,2012-01-01,16:43,Fort Wayne,DVDs,259.87,Cash
9720,2012-01-01,16:43,Omaha,Men's Clothing,450.27,MasterCard
9721,2012-01-01,16:43,San Diego,Video Games,179.36,Amex
9722,2012-01-01,16:43,Santa Ana,Health and Beauty,402.23,Cash
9723,2012-01-01,16:43,Reno,Men's Clothing,16.48,MasterCard
9724,2012-01-01,16:43,Anchorage,Books,214.16,Discover
9725,2012-01-01,16:43,Los Angeles,Garden,48.7,Visa
9726,2012-01-01,16:43,Plano,Crafts,384.63,Cash
9727,2012-01-01,16:43,El Paso,Women's Clothing,265.98,Cash
9728,2012-01-01,16:43,Long Beach,Consumer Electronics,182.55,Visa
9729,2012-01-01,16:43,St. Louis,CDs,424.81,Amex
9730,2012-01-01,16:43,Hialeah,Music,401.7,Cash
9731,2012-01-01,16:43,St. Louis,Crafts,495.51,Visa
9732,2012-01-01,16:43,Aurora,Garden,252.79,Cash
9733,2012-01-01,16:44,Virginia Beach,Toys,177.23,Visa
9734,2012-01-01,16:44,Richmond,DVDs,136.65,Amex
9735,2012-01-01,16:44,Miami,Women's Clothing,67.48,Cash
9736,2012-01-01,16:44,Plano,Crafts,452.23,Discover
9737,2012-01-01,16:44,Charlotte,Video Games,404.52,Amex
9738,2012-01-01,16:44,St. Petersburg,Computers,216.75,MasterCard
9739,2012-01-01,16:44,Los Angeles,Books,144.9,Discover
9740,2012-01-01,16:44,Seattle,Video Games,233.87,Cash
9741,2012-01-01,16:44,Spokane,Women's Clothing,172.73,Amex
9742,2012-01-01,16:44,Lexington,Men's Clothing,248.97,Visa
9743,2012-01-01,16:44,Norfolk,Toys,60.01,Amex
9744,2012-01-01,16:44,Phoenix,Women's Clothing,270.11,Visa
9745,2012-01-01,16:44,Irvine,Baby,438.16,Cash
9746,2012-01-01,16:44,Stockton,Computers,439.74,Visa
9747,2012-01-01,16:44,Lubbock,Video Games,114.62,Visa
9748,2012-01-01,16:44,Santa Ana,Women's Clothing,447.11,Visa
9749,2012-01-01,16:44,Boston,Cameras,298.93,Amex
9750,2012-01-01,16:44,Durham,DVDs,124.32,Amex
9751,2012-01-01,16:44,Austin,Consumer Electronics,447.17,Visa
9752,2012-01-01,16:44,Chesapeake,DVDs,119.97,Visa
9753,2012-01-01,16:44,Richmond,DVDs,347.99,Discover
9754,2012-01-01,16:45,Mesa,Women's Clothing,346.37,Cash
9755,2012-01-01,16:45,Newark,Cameras,22.46,Discover
9756,2012-01-01,16:45,Albuquerque,CDs,64.94,Amex
9757,2012-01-01,16:45,Long Beach,Cameras,182.24,Amex
9758,2012-01-01,16:45,Fort Wayne,Baby,372.88,Visa
9759,2012-01-01,16:45,Buffalo,Health and Beauty,478.04,Visa
9760,2012-01-01,16:45,Irving,Garden,373.64,Visa
9761,2012-01-01,16:45,Seattle,Books,249.64,Discover
9762,2012-01-01,16:45,Fremont,Baby,122.35,Cash
9763,2012-01-01,16:45,Lexington,Video Games,238.71,Cash
9764,2012-01-01,16:45,Miami,Video Games,26.42,Discover
9765,2012-01-01,16:45,Oakland,DVDs,399.98,Cash
9766,2012-01-01,16:45,Cleveland,Health and Beauty,28.06,Discover
9767,2012-01-01,16:45,Tucson,Cameras,201.4,Amex
9768,2012-01-01,16:45,Long Beach,Sporting Goods,163.91,MasterCard
9769,2012-01-01,16:45,Chula Vista,Men's Clothing,451.92,MasterCard
9770,2012-01-01,16:45,San Jose,Sporting Goods,61.02,Visa
9771,2012-01-01,16:45,Raleigh,Video Games,348.68,Discover
9772,2012-01-01,16:45,Hialeah,Books,158.91,Amex
9773,2012-01-01,16:46,Oklahoma City,Video Games,192.6,Amex
9774,2012-01-01,16:46,Indianapolis,Women's Clothing,5.59,Cash
9775,2012-01-01,16:46,Aurora,DVDs,464.76,Amex
9776,2012-01-01,16:46,Glendale,Baby,123.68,Visa
9777,2012-01-01,16:46,Fremont,Music,310.61,Discover
9778,2012-01-01,16:46,San Jose,Video Games,34.27,Cash
9779,2012-01-01,16:46,Tucson,Garden,124.16,Discover
9780,2012-01-01,16:46,Toledo,Books,242.87,Visa
9781,2012-01-01,16:46,St. Louis,Music,301.3,Discover
9782,2012-01-01,16:46,Lexington,Cameras,278.92,Discover
9783,2012-01-01,16:46,St. Louis,Toys,388.4,Cash
9784,2012-01-01,16:46,Durham,Books,183.02,Amex
9785,2012-01-01,16:46,Greensboro,Computers,162.85,Discover
9786,2012-01-01,16:46,Riverside,Cameras,151.66,Discover
9787,2012-01-01,16:46,Fort Worth,Toys,337.66,Amex
9788,2012-01-01,16:46,Houston,Crafts,40.51,Amex
9789,2012-01-01,16:46,Sacramento,Garden,174.7,Amex
9790,2012-01-01,16:46,Raleigh,Books,136.61,MasterCard
9791,2012-01-01,16:46,Long Beach,CDs,155.5,Amex
9792,2012-01-01,16:46,Santa Ana,Music,485.34,Cash
9793,2012-01-01,16:47,Omaha,Cameras,144.05,MasterCard
9794,2012-01-01,16:47,North Las Vegas,Children's Clothing,284.94,Visa
9795,2012-01-01,16:47,Fort Wayne,Women's Clothing,107.76,Amex
9796,2012-01-01,16:47,Anchorage,Men's Clothing,414.58,Discover
9797,2012-01-01,16:47,Denver,Consumer Electronics,106.99,Cash
9798,2012-01-01,16:47,San Francisco,Cameras,222.42,Cash
9799,2012-01-01,16:47,Fresno,Men's Clothing,138.27,Cash
9800,2012-01-01,16:47,Plano,Women's Clothing,322.79,Amex
9801,2012-01-01,16:47,St. Petersburg,Toys,338.86,Amex
9802,2012-01-01,16:47,Jacksonville,Books,1.91,MasterCard
9803,2012-01-01,16:47,Chicago,Books,303.65,Amex
9804,2012-01-01,16:47,Baltimore,Cameras,376.39,MasterCard
9805,2012-01-01,16:47,Phoenix,Cameras,392.07,Visa
9806,2012-01-01,16:47,Jacksonville,Women's Clothing,317.35,Visa
9807,2012-01-01,16:47,Milwaukee,Pet Supplies,340.13,MasterCard
9808,2012-01-01,16:47,Bakersfield,Pet Supplies,236.06,Cash
9809,2012-01-01,16:47,Chesapeake,DVDs,344.58,Amex
9810,2012-01-01,16:47,Reno,Video Games,459.7,MasterCard
9811,2012-01-01,16:47,Kansas City,Computers,138.73,Amex
9812,2012-01-01,16:47,Newark,Women's Clothing,196.37,Visa
9813,2012-01-01,16:48,Detroit,Cameras,53.51,MasterCard
9814,2012-01-01,16:48,Chicago,CDs,46.06,Cash
9815,2012-01-01,16:48,Boise,Computers,250.89,Amex
9816,2012-01-01,16:48,Spokane,Video Games,361.5,Cash
9817,2012-01-01,16:48,Minneapolis,Garden,374.81,Discover
9818,2012-01-01,16:48,Denver,Sporting Goods,265.42,Visa
9819,2012-01-01,16:48,Long Beach,Sporting Goods,255.6,MasterCard
9820,2012-01-01,16:48,Columbus,Cameras,468.87,MasterCard
9821,2012-01-01,16:48,Garland,Men's Clothing,287.83,Visa
9822,2012-01-01,16:48,Reno,Women's Clothing,317.57,Discover
9823,2012-01-01,16:48,New Orleans,CDs,272.31,Amex
9824,2012-01-01,16:48,Rochester,Books,293.38,Discover
9825,2012-01-01,16:48,Philadelphia,Computers,388.71,Visa
9826,2012-01-01,16:48,Seattle,Women's Clothing,128.7,Cash
9827,2012-01-01,16:48,Fresno,Consumer Electronics,105.93,Visa
9828,2012-01-01,16:48,Aurora,Pet Supplies,415.43,Amex
9829,2012-01-01,16:48,Boston,Books,168.55,Cash
9830,2012-01-01,16:48,Raleigh,Health and Beauty,147.38,Amex
9831,2012-01-01,16:48,Orlando,Consumer Electronics,215.11,Cash
9832,2012-01-01,16:49,Anaheim,Toys,477.63,Visa
9833,2012-01-01,16:49,Sacramento,CDs,88,Amex
9834,2012-01-01,16:49,Boise,Women's Clothing,189.16,Amex
9835,2012-01-01,16:49,Irving,Books,278.37,Discover
9836,2012-01-01,16:49,Glendale,Children's Clothing,379.17,Amex
9837,2012-01-01,16:49,Jacksonville,Garden,23.38,Amex
9838,2012-01-01,16:49,St. Louis,Baby,33.01,Amex
9839,2012-01-01,16:49,Tucson,Consumer Electronics,130.6,Amex
9840,2012-01-01,16:49,Dallas,Computers,375.31,Amex
9841,2012-01-01,16:49,Boston,Cameras,396.1,MasterCard
9842,2012-01-01,16:49,Lubbock,Sporting Goods,484.36,MasterCard
9843,2012-01-01,16:49,Raleigh,Crafts,4.61,Cash
9844,2012-01-01,16:49,Santa Ana,Baby,438.78,Discover
9845,2012-01-01,16:49,New Orleans,Music,136.44,MasterCard
9846,2012-01-01,16:49,Saint Paul,CDs,294.79,Cash
9847,2012-01-01,16:49,Reno,Women's Clothing,159.58,Amex
9848,2012-01-01,16:49,Chicago,Children's Clothing,42.81,Amex
9849,2012-01-01,16:49,Jersey City,Music,102.16,Amex
9850,2012-01-01,16:49,Buffalo,Children's Clothing,281.54,Discover
9851,2012-01-01,16:49,Lincoln,Health and Beauty,417.4,MasterCard
9852,2012-01-01,16:50,Irving,Pet Supplies,466.55,Discover
9853,2012-01-01,16:50,Fort Wayne,Health and Beauty,291.47,Discover
9854,2012-01-01,16:50,Oklahoma City,Children's Clothing,66.96,Discover
9855,2012-01-01,16:50,Madison,Health and Beauty,395.77,Amex
9856,2012-01-01,16:50,Seattle,Men's Clothing,169.33,Cash
9857,2012-01-01,16:50,El Paso,Health and Beauty,371.45,MasterCard
9858,2012-01-01,16:50,Bakersfield,Crafts,444.07,MasterCard
9859,2012-01-01,16:50,Tucson,Computers,111.9,Visa
9860,2012-01-01,16:50,Laredo,Computers,342.31,Cash
9861,2012-01-01,16:50,Omaha,Children's Clothing,284.12,Amex
9862,2012-01-01,16:50,Hialeah,Women's Clothing,260.45,MasterCard
9863,2012-01-01,16:50,Charlotte,Health and Beauty,326.99,Discover
9864,2012-01-01,16:50,Durham,Video Games,302.36,Cash
9865,2012-01-01,16:50,Fremont,DVDs,335.88,Discover
9866,2012-01-01,16:50,Fort Worth,Music,193.89,MasterCard
9867,2012-01-01,16:50,St. Louis,Women's Clothing,299.26,Discover
9868,2012-01-01,16:50,Cincinnati,Pet Supplies,324.73,Cash
9869,2012-01-01,16:51,Chandler,Sporting Goods,317.91,Amex
9870,2012-01-01,16:51,Denver,Baby,141.93,Cash
9871,2012-01-01,16:51,Arlington,Consumer Electronics,172.91,Amex
9872,2012-01-01,16:51,Greensboro,Books,372.65,MasterCard
9873,2012-01-01,16:51,Stockton,Men's Clothing,306.01,Discover
9874,2012-01-01,16:51,Mesa,Pet Supplies,68.76,MasterCard
9875,2012-01-01,16:51,Minneapolis,Crafts,476.72,MasterCard
9876,2012-01-01,16:51,Madison,Men's Clothing,4.18,MasterCard
9877,2012-01-01,16:51,Oklahoma City,Garden,215.67,Amex
9878,2012-01-01,16:51,El Paso,Music,50.88,Amex
9879,2012-01-01,16:51,Saint Paul,Consumer Electronics,249.97,Amex
9880,2012-01-01,16:51,Austin,Men's Clothing,246.54,Visa
9881,2012-01-01,16:51,Plano,Cameras,388.87,Cash
9882,2012-01-01,16:51,Garland,Sporting Goods,287.42,Visa
9883,2012-01-01,16:51,Atlanta,Books,290.34,MasterCard
9884,2012-01-01,16:51,Birmingham,DVDs,292.87,Discover
9885,2012-01-01,16:51,Glendale,Books,321.19,MasterCard
9886,2012-01-01,16:51,Bakersfield,CDs,17.16,MasterCard
9887,2012-01-01,16:51,Henderson,Men's Clothing,114.63,Discover
9888,2012-01-01,16:52,San Bernardino,Toys,390.51,Cash
9889,2012-01-01,16:52,Detroit,Computers,494.32,Amex
9890,2012-01-01,16:52,Corpus Christi,Pet Supplies,174.13,MasterCard
9891,2012-01-01,16:52,Plano,Consumer Electronics,97.63,Cash
9892,2012-01-01,16:52,New York,Consumer Electronics,91.03,Visa
9893,2012-01-01,16:52,New Orleans,Men's Clothing,451.63,Cash
9894,2012-01-01,16:52,Milwaukee,Health and Beauty,29.22,Visa
9895,2012-01-01,16:52,Chula Vista,CDs,57.19,Cash
9896,2012-01-01,16:52,Bakersfield,Video Games,179.26,Cash
9897,2012-01-01,16:52,Garland,Women's Clothing,11.68,Amex
9898,2012-01-01,16:52,Santa Ana,Consumer Electronics,132.79,Amex
9899,2012-01-01,16:52,Nashville,Pet Supplies,348.86,Visa
9900,2012-01-01,16:52,North Las Vegas,Children's Clothing,279.71,Amex
9901,2012-01-01,16:52,Indianapolis,Computers,183.68,Discover
9902,2012-01-01,16:52,Winston–Salem,Crafts,299.03,MasterCard
9903,2012-01-01,16:52,Tampa,Women's Clothing,397.22,Cash
9904,2012-01-01,16:52,St. Louis,Consumer Electronics,105.36,MasterCard
9905,2012-01-01,16:52,Cleveland,CDs,107.38,Visa
9906,2012-01-01,16:52,Orlando,Baby,94.17,Visa
9907,2012-01-01,16:52,Virginia Beach,Health and Beauty,180.45,Amex
9908,2012-01-01,16:52,Columbus,Crafts,154.62,Discover
9909,2012-01-01,16:52,Omaha,Toys,24.91,Amex
9910,2012-01-01,16:52,El Paso,Computers,140.96,MasterCard
9911,2012-01-01,16:53,Jersey City,Children's Clothing,34.65,Cash
9912,2012-01-01,16:53,Los Angeles,Toys,356.47,MasterCard
9913,2012-01-01,16:53,Honolulu,Sporting Goods,53.11,Amex
9914,2012-01-01,16:53,Minneapolis,CDs,386.85,MasterCard
9915,2012-01-01,16:53,Corpus Christi,Pet Supplies,335.91,Discover
9916,2012-01-01,16:53,Fremont,Crafts,383.02,Discover
9917,2012-01-01,16:53,Lubbock,Books,208.09,Visa
9918,2012-01-01,16:53,Birmingham,Toys,108.04,MasterCard
9919,2012-01-01,16:53,New York,Pet Supplies,416.83,Visa
9920,2012-01-01,16:53,Irvine,Consumer Electronics,351.69,Visa
9921,2012-01-01,16:53,Las Vegas,Computers,308.3,Discover
9922,2012-01-01,16:53,Columbus,Computers,240.11,Cash
9923,2012-01-01,16:53,Anchorage,Crafts,297.9,Visa
9924,2012-01-01,16:53,St. Petersburg,Sporting Goods,162.78,Cash
9925,2012-01-01,16:53,Lincoln,Cameras,289.28,Visa
9926,2012-01-01,16:53,Riverside,DVDs,169.4,Amex
9927,2012-01-01,16:53,Reno,Children's Clothing,142.15,Visa
9928,2012-01-01,16:53,Saint Paul,Video Games,469.9,Cash
9929,2012-01-01,16:53,Chandler,Consumer Electronics,345.4,Cash
9930,2012-01-01,16:53,Henderson,DVDs,259.75,Amex
9931,2012-01-01,16:53,Lexington,Toys,116.06,Cash
9932,2012-01-01,16:53,Fremont,Video Games,158.88,MasterCard
9933,2012-01-01,16:53,Sacramento,Crafts,177.43,MasterCard
9934,2012-01-01,16:54,Kansas City,Music,347.57,Visa
9935,2012-01-01,16:54,Denver,DVDs,386.79,Cash
9936,2012-01-01,16:54,Sacramento,Children's Clothing,99.83,Visa
9937,2012-01-01,16:54,Fresno,Consumer Electronics,337.33,MasterCard
9938,2012-01-01,16:54,Philadelphia,Women's Clothing,95.2,MasterCard
9939,2012-01-01,16:54,St. Petersburg,Sporting Goods,53.08,Cash
9940,2012-01-01,16:54,San Antonio,CDs,377.16,Discover
9941,2012-01-01,16:54,Stockton,Garden,471.61,Amex
9942,2012-01-01,16:54,Orlando,Consumer Electronics,430.4,Cash
9943,2012-01-01,16:54,Jacksonville,Baby,308.11,Visa
9944,2012-01-01,16:54,Madison,Video Games,170.17,MasterCard
9945,2012-01-01,16:54,Plano,Men's Clothing,128.06,MasterCard
9946,2012-01-01,16:54,Irvine,Women's Clothing,269.32,Amex
9947,2012-01-01,16:54,St. Louis,Pet Supplies,152.39,Discover
9948,2012-01-01,16:54,Fresno,Music,491.21,Cash
9949,2012-01-01,16:54,Oklahoma City,Pet Supplies,300.12,Discover
9950,2012-01-01,16:54,Orlando,Sporting Goods,56.75,Visa
9951,2012-01-01,16:54,Chicago,Health and Beauty,420.67,Amex
9952,2012-01-01,16:55,Henderson,Music,56.81,Amex
9953,2012-01-01,16:55,Norfolk,Video Games,192.49,Amex
9954,2012-01-01,16:55,Arlington,Books,143.13,Amex
9955,2012-01-01,16:55,Indianapolis,DVDs,107.4,Cash
9956,2012-01-01,16:55,Fort Worth,Video Games,406.02,Visa
9957,2012-01-01,16:55,San Francisco,Women's Clothing,270.01,Visa
9958,2012-01-01,16:55,Fort Wayne,Computers,91.56,Discover
9959,2012-01-01,16:55,Lexington,Toys,427.34,Visa
9960,2012-01-01,16:55,Oakland,Consumer Electronics,343.7,Visa
9961,2012-01-01,16:55,Baltimore,Toys,312.3,Discover
9962,2012-01-01,16:55,Albuquerque,CDs,20.2,Visa
9963,2012-01-01,16:55,Atlanta,Books,221.77,Amex
9964,2012-01-01,16:55,Kansas City,Crafts,314.27,Visa
9965,2012-01-01,16:55,Houston,Video Games,138.84,Visa
9966,2012-01-01,16:55,Denver,Books,468.54,Visa
9967,2012-01-01,16:55,Raleigh,Books,67.14,Cash
9968,2012-01-01,16:55,Bakersfield,Men's Clothing,119.72,MasterCard
9969,2012-01-01,16:55,Honolulu,DVDs,394.27,MasterCard
9970,2012-01-01,16:55,Bakersfield,Garden,82.22,Cash
9971,2012-01-01,16:55,Phoenix,Pet Supplies,375.8,Cash
9972,2012-01-01,16:55,Charlotte,Men's Clothing,378.09,MasterCard
9973,2012-01-01,16:55,Henderson,Crafts,24.31,Cash
9974,2012-01-01,16:55,Albuquerque,Crafts,219.96,Visa
9975,2012-01-01,16:56,Denver,CDs,314.73,Visa
9976,2012-01-01,16:56,Laredo,Health and Beauty,49.47,MasterCard
9977,2012-01-01,16:56,Boise,Computers,352.69,Cash
9978,2012-01-01,16:56,Washington,Sporting Goods,304.76,Amex
9979,2012-01-01,16:56,San Diego,Music,365.83,MasterCard
9980,2012-01-01,16:56,St. Petersburg,Baby,161.13,Visa
9981,2012-01-01,16:56,Jacksonville,Cameras,214.44,Cash
9982,2012-01-01,16:56,Jacksonville,Computers,18.38,MasterCard
9983,2012-01-01,16:56,Dallas,Cameras,168.67,Amex
9984,2012-01-01,16:56,Jacksonville,Baby,0.75,Visa
9985,2012-01-01,16:56,Jacksonville,Pet Supplies,365.57,Amex
9986,2012-01-01,16:56,Louisville,Women's Clothing,132.99,MasterCard
9987,2012-01-01,16:56,Stockton,Video Games,157.57,MasterCard
9988,2012-01-01,16:56,Columbus,Baby,1.4,Visa
9989,2012-01-01,16:56,Corpus Christi,Toys,263.73,Cash
9990,2012-01-01,16:56,Colorado Springs,Garden,168.17,Cash
9991,2012-01-01,16:56,New York,Video Games,281.33,MasterCard
9992,2012-01-01,16:56,Albuquerque,Children's Clothing,51.29,Discover
9993,2012-01-01,16:56,Toledo,Health and Beauty,293.99,Visa
9994,2012-01-01,16:56,Fort Wayne,Consumer Electronics,334.26,Cash
9995,2012-01-01,16:56,Boise,Cameras,199.75,Cash
9996,2012-01-01,16:56,Santa Ana,Crafts,348.43,Visa
9997,2012-01-01,16:56,Irving,Consumer Electronics,95.13,Discover
9998,2012-01-01,16:56,Durham,Men's Clothing,13.88,Amex
9999,2012-01-01,16:56,Detroit,Computers,110.17,Cash
10000,2012-01-01,16:56,Milwaukee,CDs,8.4,Cash
10001,2012-01-01,16:56,Reno,Video Games,293.32,Cash
10002,2012-01-01,16:57,San Jose,DVDs,255.77,Discover
10003,2012-01-01,16:57,Durham,Computers,285.58,Visa
10004,2012-01-01,16:57,Anchorage,Computers,22.52,Amex
10005,2012-01-01,16:57,Mesa,Music,279.79,Amex
10006,2012-01-01,16:57,Chicago,Pet Supplies,456.92,Amex
10007,2012-01-01,16:57,Austin,Sporting Goods,51.94,MasterCard
10008,2012-01-01,16:57,Anaheim,CDs,296.49,Amex
10009,2012-01-01,16:57,Scottsdale,DVDs,307.9,Cash
10010,2012-01-01,16:57,Reno,Baby,136.73,MasterCard
10011,2012-01-01,16:57,Fremont,Health and Beauty,101.62,Visa
10012,2012-01-01,16:57,Garland,DVDs,378.41,Discover
10013,2012-01-01,16:57,Columbus,Men's Clothing,256.29,Amex
10014,2012-01-01,16:57,Columbus,DVDs,388.18,Visa
10015,2012-01-01,16:57,Irvine,Computers,15.92,Visa
10016,2012-01-01,16:57,Miami,Women's Clothing,269.5,MasterCard
10017,2012-01-01,16:57,Phoenix,Children's Clothing,451.59,Cash
10018,2012-01-01,16:57,Milwaukee,Women's Clothing,480.1,Amex
10019,2012-01-01,16:57,Garland,Women's Clothing,331.78,Cash
10020,2012-01-01,16:57,Buffalo,Toys,410.15,Visa
10021,2012-01-01,16:57,Riverside,Pet Supplies,197.34,MasterCard
10022,2012-01-01,16:57,Tucson,Music,457.95,Amex
10023,2012-01-01,16:57,Spokane,DVDs,139.89,Visa
10024,2012-01-01,16:58,Garland,Music,69.49,MasterCard
10025,2012-01-01,16:58,Tampa,Video Games,126.59,MasterCard
10026,2012-01-01,16:58,Toledo,Sporting Goods,177.33,Visa
10027,2012-01-01,16:58,Lexington,Women's Clothing,134.25,Cash
10028,2012-01-01,16:58,Newark,Music,59.37,Cash
10029,2012-01-01,16:58,Scottsdale,DVDs,330.1,Amex
10030,2012-01-01,16:58,Denver,Toys,12.64,Amex
10031,2012-01-01,16:58,Gilbert,Sporting Goods,441.13,Amex
10032,2012-01-01,16:58,Fort Wayne,Health and Beauty,239.4,Amex
10033,2012-01-01,16:58,Omaha,Baby,112.27,MasterCard
10034,2012-01-01,16:58,Nashville,Crafts,363.58,Visa
10035,2012-01-01,16:58,Chula Vista,Consumer Electronics,39.4,Visa
10036,2012-01-01,16:58,Los Angeles,Pet Supplies,320.69,MasterCard
10037,2012-01-01,16:58,Milwaukee,DVDs,305.34,Amex
10038,2012-01-01,16:58,Birmingham,Toys,298.66,Visa
10039,2012-01-01,16:58,Portland,Health and Beauty,483.76,MasterCard
10040,2012-01-01,16:59,Tulsa,Video Games,354.83,MasterCard
10041,2012-01-01,16:59,Henderson,Consumer Electronics,7.18,Visa
10042,2012-01-01,16:59,Durham,Computers,404.35,MasterCard
10043,2012-01-01,16:59,El Paso,CDs,372.24,Discover
10044,2012-01-01,16:59,Stockton,Baby,265.04,Cash
10045,2012-01-01,16:59,Omaha,Women's Clothing,403.1,Amex
10046,2012-01-01,16:59,Mesa,Men's Clothing,471.8,Amex
10047,2012-01-01,16:59,Sacramento,Crafts,181.6,Discover
10048,2012-01-01,16:59,Wichita,Music,333.06,Discover
10049,2012-01-01,16:59,San Francisco,Consumer Electronics,122.43,Discover
10050,2012-01-01,16:59,Raleigh,Crafts,499.66,MasterCard
10051,2012-01-01,16:59,Denver,Video Games,466.34,MasterCard
10052,2012-01-01,16:59,Arlington,Books,408.18,Visa
10053,2012-01-01,16:59,Norfolk,Cameras,395.54,Cash
10054,2012-01-01,16:59,Long Beach,CDs,171.65,Cash
10055,2012-01-01,16:59,Jersey City,Crafts,467.96,Cash
10056,2012-01-01,16:59,Saint Paul,Cameras,255.51,Cash
10057,2012-01-01,16:59,Buffalo,Crafts,38.39,Amex
10058,2012-01-01,16:59,Houston,Baby,136.05,Amex
10059,2012-01-01,16:59,Boston,Music,136.59,Visa
10060,2012-01-01,16:59,Jacksonville,Consumer Electronics,269.89,Amex
10061,2012-01-01,16:59,Chicago,Consumer Electronics,465.55,Visa
10062,2012-01-01,17:00,Washington,Computers,133.02,MasterCard
10063,2012-01-01,17:00,San Diego,DVDs,38.82,Discover
10064,2012-01-01,17:00,San Diego,Music,332.26,Discover
10065,2012-01-01,17:00,Santa Ana,Consumer Electronics,330.92,Amex
10066,2012-01-01,17:00,Denver,Video Games,13.22,Cash
10067,2012-01-01,17:00,Stockton,Sporting Goods,492.71,MasterCard
10068,2012-01-01,17:00,El Paso,Books,179.6,Amex
10069,2012-01-01,17:00,Raleigh,Books,307.38,Amex
10070,2012-01-01,17:00,Albuquerque,Pet Supplies,110.42,MasterCard
10071,2012-01-01,17:00,Glendale,Cameras,400.16,Discover
10072,2012-01-01,17:00,Aurora,Men's Clothing,322.16,MasterCard
10073,2012-01-01,17:00,Wichita,Crafts,1.04,Discover
10074,2012-01-01,17:00,Chesapeake,Men's Clothing,36.54,Cash
10075,2012-01-01,17:00,San Francisco,Men's Clothing,341.9,MasterCard
10076,2012-01-01,17:00,San Diego,CDs,159.42,Amex
10077,2012-01-01,17:00,Kansas City,Children's Clothing,0.58,Cash
10078,2012-01-01,17:00,Oklahoma City,Computers,193.71,Discover
10079,2012-01-01,17:00,Newark,DVDs,194.3,Visa
10080,2012-01-01,17:00,Atlanta,Cameras,180.98,MasterCard
10081,2012-01-01,17:00,Reno,Men's Clothing,358.5,MasterCard
10082,2012-01-01,17:01,San Diego,DVDs,254.91,Visa
10083,2012-01-01,17:01,St. Petersburg,Children's Clothing,404.11,Visa
10084,2012-01-01,17:01,Winston–Salem,DVDs,113.52,Discover
10085,2012-01-01,17:01,Toledo,Consumer Electronics,342.97,Cash
10086,2012-01-01,17:01,Jacksonville,Cameras,474.37,Cash
10087,2012-01-01,17:01,Jersey City,Pet Supplies,168.69,MasterCard
10088,2012-01-01,17:01,New Orleans,Health and Beauty,212.02,Amex
10089,2012-01-01,17:01,Chandler,Garden,226.66,Discover
10090,2012-01-01,17:01,Hialeah,Books,424.69,Discover
10091,2012-01-01,17:01,Lubbock,Pet Supplies,420.81,Amex
10092,2012-01-01,17:01,San Antonio,Crafts,39.19,Discover
10093,2012-01-01,17:01,North Las Vegas,Crafts,356.63,Cash
10094,2012-01-01,17:01,Scottsdale,Health and Beauty,392.95,Visa
10095,2012-01-01,17:01,Norfolk,Music,462.62,Amex
10096,2012-01-01,17:01,Fort Worth,Books,192.56,Visa
10097,2012-01-01,17:01,Aurora,DVDs,156.37,Visa
10098,2012-01-01,17:01,Corpus Christi,Cameras,480.32,Amex
10099,2012-01-01,17:01,Dallas,Garden,169.26,Discover
10100,2012-01-01,17:01,Hialeah,Garden,333.14,Cash
10101,2012-01-01,17:01,Raleigh,Cameras,397.98,Discover
10102,2012-01-01,17:01,Bakersfield,Health and Beauty,312.89,MasterCard
10103,2012-01-01,17:01,Boston,CDs,128.34,Amex
